Age,Age_Group,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,DistanceFromHome,Commute_Category,MonthlyIncome,Income_Band,PercentSalaryHike,Hike_Category,StockOptionLevel,JobSatisfaction,JobInvolvement,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,YearsAtCompany,Experience_Band,YearsInCurrentRole,Role_Stability,YearsSinceLastPromotion,Promotion_Status,YearsWithCurrManager,Manager_Relationship,NumCompaniesWorked,Career_Mobility,TotalWorkingYears,TrainingTimesLastYear,OverTime,Attrition
24,Early Career,Male,Married,Below College,Human Resources,Human Resources,Human Resources,1,Travel_Rarely,22,Far,1555,Entry Level,11,Standard Hike (11-15%),1,Satisfied,Disengaged,Excellent,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,No,Yes
47,Experienced,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,9,Moderate,12936,Executive Level,11,Standard Hike (11-15%),0,Satisfied,Disengaged,Above Standard,Good,Poor,Exceeds Expectations,23,Veteran,5,Stagnant Risk (5-7 yrs),14,Critically Overdue (7+ yrs),10,Long Term (8+ yrs),7,Frequent Mover (6+),25,3,No,Yes
26,Mid Career,Male,Married,Master,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,17,Far,2305,Entry Level,15,Standard Hike (11-15%),3,Satisfied,Disengaged,Excellent,Good,Excellent,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,No,No
45,Senior,Female,Single,College,Technical Degree,Research & Development,Research Director,4,Travel_Rarely,28,Far,16704,Executive Level,11,Standard Hike (11-15%),0,Content,Casually Engaged,Excellent,Good,Good,Exceeds Expectations,21,Veteran,6,Stagnant Risk (5-7 yrs),8,Critically Overdue (7+ yrs),6,Stable (5-7 yrs),1,Early Career Mover (1-2),21,2,No,No
32,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Frequently,10,Moderate,3433,Mid Level,13,Standard Hike (11-15%),1,Satisfied,Engaged,Below Standard,Poor,Fair,Exceeds Expectations,5,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),6,Frequent Mover (6+),10,3,No,No
31,Mid Career,Male,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2,Nearby,3477,Mid Level,14,Standard Hike (11-15%),1,Satisfied,Engaged,Standard,Excellent,Excellent,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,2,No,No
41,Senior,Male,Married,Bachelor,Human Resources,Human Resources,Human Resources,2,Non-Travel,4,Nearby,6430,Senior Level,19,Good Hike (16-20%),1,Content,Disengaged,Above Standard,Fair,Good,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),10,4,No,No
40,Senior,Female,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,8,Moderate,6516,Senior Level,16,Good Hike (16-20%),1,Dissatisfied,Engaged,Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),18,3,Yes,No
24,Early Career,Male,Divorced,Below College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,29,Far,3907,Mid Level,13,Standard Hike (11-15%),3,Dissatisfied,Engaged,Standard,Fair,Excellent,Exceeds Expectations,6,Experienced,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,2,No,No
46,Experienced,Male,Single,Master,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,13,Moderate,5562,Mid Level,14,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,10,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),9,Long Term (8+ yrs),6,Frequent Mover (6+),19,3,No,No
35,Mid Career,Male,Married,Master,Life Sciences,Research & Development,Manufacturing Director,2,Travel_Rarely,27,Far,6883,Senior Level,16,Good Hike (16-20%),1,Satisfied,Engaged,Excellent,Fair,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),17,3,No,No
30,Mid Career,Male,Married,Below College,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,16,Far,2862,Entry Level,12,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Standard,Fair,Fair,Exceeds Expectations,10,Experienced,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),10,2,No,No
47,Experienced,Male,Married,Master,Marketing,Sales,Sales Executive,2,Non-Travel,2,Nearby,4978,Mid Level,11,Standard Hike (11-15%),1,Content,Engaged,Above Standard,Excellent,Poor,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),7,Frequent Mover (6+),4,3,No,No
46,Experienced,Male,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,2,Nearby,10368,Executive Level,12,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Fair,Fair,Exceeds Expectations,10,Experienced,6,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),4,Experienced Mover (3-5),13,5,Yes,No
36,Senior,Male,Divorced,Doctor,Marketing,Sales,Sales Executive,2,Travel_Rarely,13,Moderate,6134,Senior Level,13,Standard Hike (11-15%),3,Dissatisfied,Casually Engaged,Standard,Fair,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),5,Experienced Mover (3-5),16,3,Yes,Yes
32,Mid Career,Male,Single,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,1,Nearby,6735,Senior Level,15,Standard Hike (11-15%),0,Content,Disengaged,Below Standard,Fair,Good,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),6,Frequent Mover (6+),10,2,No,Yes
23,Early Career,Female,Single,Below College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,4,Nearby,3295,Mid Level,13,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Good,Poor,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),3,3,No,No
31,Mid Career,Female,Single,Below College,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Frequently,24,Far,5238,Mid Level,20,Good Hike (16-20%),0,Highly Satisfied,Engaged,Excellent,Excellent,Fair,Outstanding,5,Established,4,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),2,Early Career Mover (1-2),9,3,No,No
39,Senior,Male,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,1,Nearby,6472,Senior Level,15,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),9,2,Yes,No
32,Mid Career,Male,Married,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,19,Far,9610,Senior Level,13,Standard Hike (11-15%),1,Satisfied,Disengaged,Excellent,Good,Poor,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),3,Experienced Mover (3-5),10,2,No,No
40,Senior,Male,Single,Master,Medical,Sales,Manager,5,Travel_Rarely,7,Moderate,19833,Executive Level,14,Standard Hike (11-15%),0,Content,Engaged,Standard,Fair,Fair,Exceeds Expectations,21,Veteran,8,Critical Risk (8+ yrs),12,Critically Overdue (7+ yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),21,3,No,No
45,Senior,Female,Married,Bachelor,Life Sciences,Human Resources,Human Resources,3,Travel_Rarely,4,Nearby,9756,Senior Level,21,Excellent Hike (20+%),2,Satisfied,Disengaged,Above Standard,Good,Excellent,Outstanding,5,Established,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),4,Experienced Mover (3-5),9,2,No,No
30,Mid Career,Female,Single,Master,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,2,Nearby,4968,Mid Level,16,Good Hike (16-20%),0,Dissatisfied,Casually Engaged,Excellent,Excellent,Good,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),0,First Job,10,2,No,No
24,Early Career,Male,Married,Bachelor,Medical,Human Resources,Human Resources,1,Travel_Frequently,10,Moderate,2145,Entry Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),1,New Relationship (0-1 yrs),0,First Job,3,2,No,No
30,Mid Career,Female,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,1,Travel_Frequently,8,Moderate,2180,Entry Level,11,Standard Hike (11-15%),1,Highly Satisfied,Casually Engaged,Above Standard,Good,Fair,Exceeds Expectations,4,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),6,Frequent Mover (6+),6,0,No,Yes
31,Mid Career,Male,Married,Bachelor,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,5,Nearby,8346,Senior Level,19,Good Hike (16-20%),1,Satisfied,Engaged,Below Standard,Good,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,3,No,No
27,Mid Career,Female,Single,Bachelor,Medical,Research & Development,Research Scientist,1,Travel_Rarely,8,Moderate,3445,Mid Level,11,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Above Standard,Good,Fair,Exceeds Expectations,6,Experienced,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,5,No,No
29,Mid Career,Female,Single,Bachelor,Marketing,Sales,Sales Representative,1,Travel_Rarely,9,Moderate,2760,Entry Level,13,Standard Hike (11-15%),0,Content,Disengaged,Standard,Good,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),1,Early Career Mover (1-2),2,3,No,Yes
29,Mid Career,Male,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,1,Nearby,6294,Senior Level,12,Standard Hike (11-15%),0,Satisfied,Highly Engaged,Excellent,Excellent,Excellent,Exceeds Expectations,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),8,Frequent Mover (6+),10,5,Yes,No
30,Mid Career,Male,Divorced,College,Marketing,Sales,Sales Executive,3,Travel_Rarely,15,Moderate,7140,Senior Level,11,Standard Hike (11-15%),1,Dissatisfied,Casually Engaged,Above Standard,Poor,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),12,2,No,No
34,Mid Career,Male,Married,Master,Medical,Research & Development,Research Scientist,1,Travel_Rarely,2,Nearby,2932,Entry Level,14,Standard Hike (11-15%),3,Highly Satisfied,Highly Engaged,Excellent,Poor,Good,Exceeds Expectations,5,Established,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),0,First Job,6,3,Yes,No
33,Mid Career,Female,Single,Bachelor,Marketing,Sales,Sales Executive,2,Non-Travel,2,Nearby,5147,Mid Level,15,Standard Hike (11-15%),0,Content,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,11,Veteran,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),8,Frequent Mover (6+),13,2,No,No
49,Experienced,Female,Single,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,11,Moderate,4507,Mid Level,12,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Excellent,Good,Excellent,Exceeds Expectations,5,Established,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),3,Experienced Mover (3-5),8,1,No,No
33,Mid Career,Female,Single,Bachelor,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,16,Far,8564,Senior Level,20,Good Hike (16-20%),0,Dissatisfied,Engaged,Below Standard,Good,Fair,Outstanding,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),11,2,Yes,Yes
38,Senior,Female,Married,College,Medical,Research & Development,Laboratory Technician,1,Travel_Frequently,2,Nearby,2468,Entry Level,14,Standard Hike (11-15%),1,Content,Casually Engaged,Above Standard,Fair,Fair,Exceeds Expectations,6,Experienced,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),5,Stable (5-7 yrs),4,Experienced Mover (3-5),9,4,No,No
31,Mid Career,Male,Married,Master,Marketing,Sales,Sales Executive,3,Travel_Rarely,16,Far,8161,Senior Level,13,Standard Hike (11-15%),3,Satisfied,Engaged,Below Standard,Poor,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),2,Early Career Mover (1-2),10,2,No,Yes
29,Mid Career,Female,Divorced,Bachelor,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,4,Nearby,2109,Entry Level,13,Standard Hike (11-15%),1,Dissatisfied,Casually Engaged,Excellent,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,2,No,No
30,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,16,Far,5294,Mid Level,16,Good Hike (16-20%),1,Satisfied,Highly Engaged,Above Standard,Good,Good,Exceeds Expectations,7,Experienced,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),3,Experienced Mover (3-5),10,3,No,No
32,Mid Career,Male,Single,Master,Technical Degree,Research & Development,Research Scientist,1,Non-Travel,5,Nearby,2718,Entry Level,14,Standard Hike (11-15%),0,Content,Engaged,Standard,Fair,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),12,3,No,No
38,Senior,Male,Married,Bachelor,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,18,Far,5811,Mid Level,16,Good Hike (16-20%),1,Highly Satisfied,Disengaged,Standard,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),3,Experienced Mover (3-5),15,2,Yes,No
43,Senior,Male,Married,Bachelor,Technical Degree,Research & Development,Research Scientist,1,Travel_Frequently,17,Far,2437,Entry Level,16,Good Hike (16-20%),1,Satisfied,Casually Engaged,Above Standard,Excellent,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),9,Frequent Mover (6+),6,4,Yes,Yes
42,Senior,Male,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,12,Moderate,2766,Entry Level,22,Excellent Hike (20+%),3,Content,Engaged,Standard,Fair,Fair,Outstanding,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),8,Frequent Mover (6+),7,6,No,No
55,Experienced,Male,Married,Bachelor,Medical,Research & Development,Research Director,5,Travel_Rarely,2,Nearby,19038,Executive Level,12,Standard Hike (11-15%),3,Dissatisfied,Casually Engaged,Above Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),8,Frequent Mover (6+),34,2,No,No
33,Mid Career,Male,Divorced,Bachelor,Technical Degree,Research & Development,Research Scientist,2,Non-Travel,4,Nearby,3055,Mid Level,15,Standard Hike (11-15%),2,Content,Engaged,Excellent,Excellent,Fair,Exceeds Expectations,9,Experienced,8,Critical Risk (8+ yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),5,Experienced Mover (3-5),11,2,No,No
41,Senior,Male,Divorced,Master,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,9,Moderate,2289,Entry Level,20,Good Hike (16-20%),2,Dissatisfied,Engaged,Above Standard,Fair,Good,Outstanding,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,No,No
34,Mid Career,Male,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,2,Non-Travel,10,Moderate,4001,Mid Level,14,Standard Hike (11-15%),1,Satisfied,Engaged,Excellent,Good,Good,Exceeds Expectations,15,Veteran,14,Critical Risk (8+ yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),15,3,Yes,No
53,Experienced,Female,Married,Master,Medical,Research & Development,Manufacturing Director,4,Non-Travel,1,Nearby,12965,Executive Level,20,Good Hike (16-20%),3,Satisfied,Casually Engaged,Below Standard,Excellent,Fair,Outstanding,3,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),27,2,Yes,No
43,Senior,Male,Single,Bachelor,Life Sciences,Human Resources,Human Resources,1,Travel_Rarely,2,Nearby,3539,Mid Level,13,Standard Hike (11-15%),0,Highly Satisfied,Engaged,Standard,Fair,Good,Exceeds Expectations,9,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),0,First Job,10,5,No,No
34,Mid Career,Female,Single,College,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,3,Nearby,6029,Senior Level,12,Standard Hike (11-15%),0,Highly Satisfied,Disengaged,Excellent,Poor,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),5,Experienced Mover (3-5),6,3,No,No
21,Early Career,Male,Single,Below College,Marketing,Sales,Sales Representative,1,Travel_Rarely,7,Moderate,2679,Entry Level,13,Standard Hike (11-15%),0,Content,Engaged,Standard,Fair,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),1,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,3,No,Yes
38,Senior,Female,Married,College,Other,Research & Development,Laboratory Technician,1,Travel_Rarely,6,Moderate,3702,Mid Level,11,Standard Hike (11-15%),1,Satisfied,Casually Engaged,Excellent,Fair,Good,Exceeds Expectations,5,Established,4,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),4,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,3,No,No
22,Early Career,Female,Married,Below College,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,8,Moderate,2398,Entry Level,17,Good Hike (16-20%),0,Dissatisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,1,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),1,Early Career Mover (1-2),1,6,Yes,Yes
31,Mid Career,Female,Married,Master,Marketing,Sales,Sales Executive,2,Travel_Rarely,29,Far,5468,Mid Level,14,Standard Hike (11-15%),2,Highly Satisfied,Casually Engaged,Below Standard,Poor,Good,Exceeds Expectations,12,Veteran,7,Stagnant Risk (5-7 yrs),5,Overdue (4-6 yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),13,3,No,No
51,Experienced,Female,Married,Bachelor,Technical Degree,Research & Development,Manager,3,Travel_Rarely,3,Nearby,13116,Executive Level,11,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),15,2,No,No
37,Senior,Male,Married,College,Marketing,Sales,Sales Executive,2,Travel_Rarely,9,Moderate,4189,Mid Level,14,Standard Hike (11-15%),2,Content,Casually Engaged,Standard,Poor,Good,Exceeds Expectations,5,Established,2,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,2,No,No
46,Experienced,Male,Divorced,Master,Medical,Research & Development,Research Director,5,Travel_Rarely,2,Nearby,19328,Executive Level,17,Good Hike (16-20%),1,Highly Satisfied,Engaged,Above Standard,Good,Good,Exceeds Expectations,2,New Joinee,1,Settling In (0-1 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),24,3,Yes,No
36,Senior,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,10,Moderate,8321,Senior Level,13,Standard Hike (11-15%),1,Dissatisfied,Engaged,Excellent,Excellent,Good,Exceeds Expectations,12,Veteran,8,Critical Risk (8+ yrs),5,Overdue (4-6 yrs),7,Stable (5-7 yrs),7,Frequent Mover (6+),15,1,Yes,No
44,Senior,Male,Divorced,College,Medical,Research & Development,Research Scientist,1,Travel_Frequently,1,Nearby,2342,Entry Level,12,Standard Hike (11-15%),3,Content,Engaged,Above Standard,Good,Fair,Exceeds Expectations,5,Established,3,Established (2-4 yrs),2,Due for Review (2-3 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),6,2,Yes,Yes
37,Senior,Male,Divorced,College,Other,Human Resources,Human Resources,2,Travel_Rarely,8,Moderate,4071,Mid Level,13,Standard Hike (11-15%),0,Content,Engaged,Above Standard,Good,Fair,Exceeds Expectations,10,Experienced,0,Settling In (0-1 yrs),4,Overdue (4-6 yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),19,4,No,No
35,Mid Career,Male,Single,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,27,Far,5813,Mid Level,18,Good Hike (16-20%),0,Highly Satisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,10,Experienced,7,Stagnant Risk (5-7 yrs),7,Critically Overdue (7+ yrs),7,Stable (5-7 yrs),1,Early Career Mover (1-2),10,2,Yes,Yes
33,Mid Career,Male,Married,Master,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,8,Moderate,3143,Mid Level,19,Good Hike (16-20%),1,Dissatisfied,Highly Engaged,Excellent,Fair,Good,Exceeds Expectations,10,Experienced,8,Critical Risk (8+ yrs),7,Critically Overdue (7+ yrs),6,Stable (5-7 yrs),6,Frequent Mover (6+),14,1,No,No
28,Mid Career,Male,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,1,Nearby,2044,Entry Level,11,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Above Standard,Good,Excellent,Exceeds Expectations,5,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),3,Building Trust (2-4 yrs),1,Early Career Mover (1-2),5,6,No,No
39,Senior,Male,Single,Below College,Medical,Research & Development,Research Director,3,Travel_Rarely,10,Moderate,13464,Executive Level,21,Excellent Hike (20+%),0,Satisfied,Engaged,Above Standard,Good,Good,Outstanding,4,Established,3,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),7,Frequent Mover (6+),9,3,No,No
46,Experienced,Male,Single,College,Life Sciences,Sales,Sales Executive,2,Non-Travel,26,Far,7991,Senior Level,15,Standard Hike (11-15%),0,Content,Casually Engaged,Standard,Good,Good,Exceeds Expectations,2,New Joinee,2,Established (2-4 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),8,Frequent Mover (6+),6,3,No,No
40,Senior,Female,Married,College,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,2,Nearby,3377,Mid Level,17,Good Hike (16-20%),1,Dissatisfied,Engaged,Above Standard,Excellent,Fair,Exceeds Expectations,4,Established,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),7,5,No,No
42,Senior,Male,Married,Bachelor,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,13,Moderate,5538,Mid Level,18,Good Hike (16-20%),2,Dissatisfied,Highly Engaged,Standard,Good,Fair,Exceeds Expectations,0,New Joinee,0,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),0,New Relationship (0-1 yrs),5,Experienced Mover (3-5),10,2,No,No
35,Mid Career,Male,Divorced,College,Medical,Research & Development,Manufacturing Director,2,Non-Travel,2,Nearby,5762,Mid Level,14,Standard Hike (11-15%),1,Highly Satisfied,Engaged,Standard,Good,Good,Exceeds Expectations,7,Experienced,7,Stagnant Risk (5-7 yrs),1,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),2,Early Career Mover (1-2),15,6,No,No
38,Senior,Male,Divorced,Bachelor,Human Resources,Human Resources,Human Resources,1,Non-Travel,2,Nearby,2592,Entry Level,13,Standard Hike (11-15%),3,Content,Engaged,Below Standard,Excellent,Good,Exceeds Expectations,11,Veteran,10,Critical Risk (8+ yrs),3,Due for Review (2-3 yrs),8,Long Term (8+ yrs),5,Experienced Mover (3-5),13,3,No,No
34,Mid Career,Male,Married,Master,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Frequently,9,Moderate,5346,Mid Level,17,Good Hike (16-20%),1,Dissatisfied,Engaged,Excellent,Good,Fair,Exceeds Expectations,7,Experienced,1,Settling In (0-1 yrs),0,Recently Promoted (0-1 yrs),7,Stable (5-7 yrs),4,Experienced Mover (3-5),11,3,No,Yes
37,Senior,Male,Single,Master,Medical,Research & Development,Manufacturing Director,2,Travel_Rarely,10,Moderate,4213,Mid Level,15,Standard Hike (11-15%),0,Dissatisfied,Engaged,Excellent,Fair,Poor,Exceeds Expectations,10,Experienced,3,Established (2-4 yrs),0,Recently Promoted (0-1 yrs),8,Long Term (8+ yrs),1,Early Career Mover (1-2),10,4,No,Yes
39,Senior,Male,Divorced,Bachelor,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,20,Far,4127,Mid Level,18,Good Hike (16-20%),1,Highly Satisfied,Engaged,Above Standard,Excellent,Good,Exceeds Expectations,2,New Joinee,1,Settling In (0-1 yrs),2,Due for Review (2-3 yrs),2,Building Trust (2-4 yrs),2,Early Career Mover (1-2),7,6,No,No
43,Senior,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,1,Non-Travel,9,Moderate,2438,Entry Level,13,Standard Hike (11-15%),0,Satisfied,Engaged,Below Standard,Good,Fair,Exceeds Expectations,3,Established,2,Established (2-4 yrs),1,Recently Promoted (0-1 yrs),2,Building Trust (2-4 yrs),4,Experienced Mover (3-5),7,2,No,No
